1,1,56.838111,93.246206,32.774030
2,2,63.032397,20.987041,30.710583
3,3,48.312736,45.818411,69.861286
4,4,73.502320,57.382831,43.871230
5,5,52.797900,96.577428,36.388451
6,6,47.976276,83.941769,40.198418
7,7,47.714455,70.142180,54.528436
8,8,48.076823,56.264323,56.893229
9,9,46.313770,43.546275,52.004515
10,10,48.696429,39.916667,39.690476
11,11,46.498309,20.891770,46.261556
12,12,70.412587,68.766234,40.764236
13,13,68.102273,77.823864,31.034091
14,14,70.130711,78.172589,37.821066
15,15,63.655037,79.607434,53.448321
16,16,49.054637,76.115323,59.763911
17,17,64.395570,59.088608,36.458861
18,18,63.509124,68.032847,33.541971
19,19,64.522764,20.215447,43.943089
20,20,52.040816,18.040816,51.655782
21,21,61.854337,35.758592,26.979542
22,22,49.203442,25.785495,33.295022
23,23,56.416750,54.360917,22.783649
24,24,59.142331,80.533742,26.880982
25,25,67.214334,29.749155,57.212982
26,26,73.957261,44.856849,52.704943
27,27,55.613310,32.621916,66.853701
28,28,67.825331,50.248344,63.904801
29,29,66.028944,58.750851,62.332577
30,30,47.079038,33.411798,58.207331
31,31,46.728916,82.668675,25.542169
32,32,47.470899,68.370370,30.444444
33,33,68.654723,54.068404,39.654723
34,34,74.152065,58.289737,33.714018
35,35,64.360887,67.288306,25.524194
36,36,73.901826,43.705479,45.164384
37,37,71.425466,44.360766,23.906315
38,38,75.635790,47.319108,30.769156
39,39,64.854167,79.055556,34.486111
40,40,67.376238,73.396040,40.851485
41,41,65.187215,46.027397,45.447489
42,0,0.000000,0.000000,0.000000
43,43,52.909195,13.157471,34.356322
44,44,61.529519,66.513694,16.217894
45,45,51.766059,27.693193,39.209971
46,46,63.202577,52.749463,60.017180
47,47,51.038697,44.197556,60.287169
48,48,59.778656,73.810277,31.525692
49,49,65.651403,57.548006,33.025111
50,50,62.557666,66.329715,41.625509
51,51,65.508403,51.357143,23.569328
52,52,55.883333,22.591667,32.025000
53,53,65.154985,76.788746,46.367226
54,54,58.131579,87.305921,46.230263
55,55,56.673929,74.200601,59.332832
56,56,71.266667,36.973333,53.440000
57,57,59.813227,33.267442,58.434593
58,58,59.510588,18.741176,39.717647
59,59,58.023857,21.600398,47.829026
60,60,66.098726,28.047771,38.359873
61,61,66.206704,35.703911,30.712291
62,62,58.592334,38.069686,31.275261
63,63,65.947020,85.682119,34.602649
64,64,52.167109,72.527851,27.005305
65,65,57.885196,82.722054,28.797583
66,66,52.451860,28.504376,49.510941
67,67,47.573446,62.274011,45.211864
68,68,64.461890,45.386433,60.118902
69,69,67.550314,65.147799,50.731132
70,70,59.492537,58.889925,63.541045
71,71,48.051360,84.132931,29.498489
72,72,49.593533,38.678984,54.762125
73,73,71.559184,47.267347,27.640816
74,74,69.858859,41.317943,40.145270
75,75,70.617284,50.666667,39.246914
76,76,34.191860,94.042636,31.207364
77,77,23.980926,23.881471,30.771117
78,78,41.425439,46.122807,70.444444
79,79,16.667090,58.731893,43.505718
80,80,36.090625,96.471875,38.310938
81,81,41.369269,84.097274,39.380421
82,82,41.638073,70.542891,55.057579
83,83,41.213997,57.211306,57.524899
84,84,43.005435,44.701087,52.519022
85,85,40.674699,39.343373,40.084337
86,86,41.823330,22.755379,47.270668
87,87,18.656180,69.085393,39.721348
88,88,20.382022,78.780899,32.488764
89,89,18.217639,78.536273,40.243243
90,90,25.267566,80.292406,53.192690
91,91,40.058306,76.595820,59.844224
92,92,25.104430,60.984177,35.351266
93,93,25.494692,68.908705,33.653928
94,94,23.611193,22.523564,43.804124
95,95,35.319865,19.819304,53.841751
96,96,28.015723,36.793239,26.625786
97,97,39.676491,29.134339,34.233036
98,98,32.697898,57.147110,22.400175
99,99,29.960139,81.445407,27.162334
100,100,19.468994,33.935383,56.004169
101,101,15.358458,48.127733,53.544304
102,102,33.290657,34.431834,68.197924
103,103,21.772887,51.737676,63.861796
104,104,23.155799,59.974611,62.076168
105,105,41.889372,32.633934,59.717837
106,106,42.899743,80.033419,24.383033
107,107,42.624204,69.904459,29.445860
108,108,20.694656,55.603053,39.488550
109,109,14.824160,59.890636,33.853467
110,110,24.609312,67.728745,26.386640
111,111,15.304233,48.788360,44.939153
112,112,18.001647,46.049396,23.237651
113,113,14.027535,49.908217,29.970280
114,114,23.761589,78.165563,36.609272
115,115,21.241379,74.310345,40.672414
116,116,24.548204,49.642722,45.516068
117,0,0.000000,0.000000,0.000000
118,118,35.604451,15.360373,34.814070
119,119,28.370394,68.021332,16.139625
120,120,36.656746,29.870040,39.593254
121,121,26.655789,53.616162,60.550894
122,122,38.906412,44.876950,61.116118
123,123,29.273050,74.648936,31.985816
124,124,23.802768,59.143599,32.041522
125,125,26.248311,67.108108,41.326014
126,126,24.307527,53.546237,22.806452
127,127,32.681564,23.134078,31.575419
128,128,23.870857,77.192000,46.765714
129,129,30.318717,86.600000,46.385027
130,130,32.663265,74.721939,59.421769
131,131,19.241135,41.468085,55.049645
132,132,29.070296,35.121985,59.596830
133,133,28.255937,21.171504,40.002639
134,134,30.332203,23.589831,48.632203
135,135,22.475884,30.308682,37.418006
136,136,22.708215,38.337110,29.478754
