1,1,72.005839,40.150365,39.756204
2,2,47.076805,72.640553,50.267281
3,3,63.241362,68.697546,60.066600
4,0,0.000000,0.000000,0.000000
5,5,47.537267,22.121118,46.552795
6,6,56.024164,60.230483,19.394052
7,7,61.935070,41.696040,25.318944
8,8,65.833056,28.620986,52.212625
9,9,70.377883,46.022727,24.156716
10,10,48.292120,40.104620,45.773098
11,11,59.480969,18.161188,36.358708
12,12,56.827570,78.695327,27.398598
13,13,50.937276,27.757616,33.681900
14,14,47.926093,80.463368,28.043702
15,15,74.156446,50.124042,29.302787
16,16,56.228070,47.476874,27.481659
17,17,48.228546,48.462511,65.242096
18,18,68.913709,70.654836,42.853862
19,19,66.134545,83.338182,29.360000
20,20,68.091078,78.589219,36.776952
21,21,49.896996,21.599428,39.635193
22,22,67.106492,51.129197,59.046690
23,23,47.419802,53.165347,55.318812
24,24,64.908908,58.356085,58.492346
25,25,49.070036,33.567228,55.692104
26,26,47.127500,82.373750,36.943750
27,27,61.341141,86.194318,44.911950
28,28,49.987950,76.847163,58.322758
29,29,56.180976,31.050732,61.665366
30,30,71.681779,57.362410,33.928838
31,31,72.110868,43.849157,52.941599
32,32,48.500000,96.310127,31.075949
33,33,59.544034,69.680398,17.796875
34,34,67.005917,51.754438,40.139053
35,35,62.782489,62.773128,35.820485
36,36,17.788069,43.441130,39.775510
37,37,42.290378,73.121993,49.831615
38,38,26.138809,69.282244,60.231926
39,0,0.000000,0.000000,0.000000
40,40,41.018908,23.130252,47.331933
41,41,34.017021,60.838298,19.087234
42,42,27.806358,42.195087,25.264451
43,43,21.787136,31.898427,51.826238
44,44,19.571072,48.400071,23.049519
45,45,40.969466,41.264122,45.607634
46,46,28.794032,19.763036,36.605446
47,47,33.125251,78.956413,27.305110
48,48,38.053663,29.162389,34.195054
49,49,42.180115,82.716138,28.332853
50,50,15.767049,51.630658,28.800241
51,51,33.058020,48.090444,27.366894
52,52,41.163265,49.511054,65.111395
53,53,20.385088,70.819298,42.841228
54,54,22.931180,83.126404,29.787921
55,55,20.511688,79.058874,38.302165
56,56,38.662307,22.571938,39.939358
57,57,22.752609,52.410973,58.995961
58,58,41.831650,54.216611,55.236813
59,59,24.398752,59.535581,58.311860
60,60,39.763369,34.152097,55.528658
61,61,42.326606,81.388991,37.442202
62,62,27.963840,86.715711,44.928928
63,63,39.162102,77.666346,58.033317
64,64,33.014044,31.589622,62.325399
65,65,17.919530,59.624473,33.160338
66,66,17.356314,46.960410,53.165188
67,67,40.805907,96.320675,30.666667
68,68,30.802932,70.514658,18.192182
69,69,22.374126,53.580420,40.174825
70,70,27.203463,63.906385,34.693182
71,71,51.176971,53.976816,39.231839
72,72,51.673684,67.323308,40.848120
73,73,57.922996,63.306962,35.840717
74,74,55.323232,61.474747,34.914141
75,75,57.307497,51.828463,29.182973
76,76,56.211726,60.592834,26.296417
77,77,49.603960,68.465347,31.960396
78,78,39.179530,54.432047,39.414430
79,79,38.103896,68.121212,40.717172
80,80,32.014629,64.117032,35.624869
81,81,34.790244,61.580488,35.487805
82,82,32.031746,52.888889,28.711844
83,83,33.646104,60.987013,26.558442
84,84,40.689655,68.525862,31.913793
